,phrase,label,sentiment,subjectivity,language,count
Alauda Ruiz de Azúa,Alauda Ruiz de Azúa,ORG,0.859375,1.0703124999999998,en,1.6
Samsung,Samsung,ORG,0.7534090909090907,1.0696969696969696,en,1.5000000000000002
Carnival,Carnival,ORG,-0.06666666666666667,0.39999999999999997,en,1.5
BBC,BBC,ORG,0.8928571428571428,0.39285714285714285,en,1.4000000000000001
Chayanne,Chayanne,ORG,0.0,0.0,en,1.4
Salto,Salto,ORG,0.10489510489510488,0.0,en,1.3
RTVE,RTVE,ORG,0.0641025641025641,0.3846153846153846,en,1.3
Vanesa Aibar,Vanesa Aibar,ORG,0.0,0.0,en,1.3
Oceanwide Expeditions,Oceanwide Expeditions,ORG,0.13782051282051283,0.4182692307692307,en,1.3
COAG,COAG,ORG,0.36217948717948717,0.34615384615384615,en,1.3
Delta,Delta,ORG,-0.038461538461538464,0.0,en,1.3
Racing,Racing,ORG,0.1923076923076923,0.0,en,1.3
Gemini,Gemini,ORG,0.0,0.0,en,1.3
ADT,ADT,ORG,0.36933066933066927,0.18571428571428575,en,1.3
Sierra Nevada,Sierra Nevada,ORG,0.0,0.0,en,1.3
GMO,GMO,ORG,0.08241758241758242,0.0,en,1.3
Yamaha,Yamaha,ORG,0.3269230769230769,0.43269230769230765,en,1.3
Flood Hub,Flood Hub,ORG,0.15384615384615385,0.6923076923076923,en,1.3
The League of Legends,The League of Legends,ORG,0.4895104895104895,0.34965034965034963,en,1.3
the European Commission,the European Commission,ORG,0.02622377622377622,0.038461538461538464,en,1.3
Aragon,Aragon,ORG,0.34615384615384615,0.07692307692307693,en,1.3
TSXG,TSXG,ORG,0.3846153846153846,0.3846153846153846,en,1.3
Rubén del Campo,Rubén del Campo,ORG,0.3698834498834499,0.3333333333333333,en,1.3
the Apertura Tournament,the Apertura Tournament,ORG,0.21978021978021975,0.41208791208791207,en,1.3
the Milan-Cortina Olympic Games,the Milan-Cortina Olympic Games,ORG,0.16666666666666666,0.11538461538461538,en,1.3
Siri,Siri,ORG,0.0791208791208791,0.0,en,1.3
the Cajasol Foundation,the Cajasol Foundation,ORG,1.0256410256410255,0.2948717948717948,en,1.3
Vinicius,Vinicius,ORG,0.39010989010989006,0.4395604395604395,en,1.3
Mercedes,Mercedes,ORG,0.41142191142191137,0.23076923076923078,en,1.3
HBO,HBO,ORG,0.4615384615384615,0.3076923076923077,en,1.3
Hyundai,Hyundai,ORG,0.0,0.02564102564102564,en,1.3
GTA VI,GTA VI,ORG,0.0,0.0,en,1.3
Europa Press,Europa Press,ORG,-0.0641025641025641,0.17307692307692307,en,1.3
Goya Awards 2026,Goya Awards 2026,ORG,0.07692307692307693,0.0,en,1.3
the National News,the National News,ORG,0.7692307692307692,0.3846153846153846,en,1.3
3I/ATLAS,3I/ATLAS,ORG,0.1923076923076923,0.2948717948717948,en,1.3
Lidl,Lidl,ORG,-0.1282051282051282,0.0,en,1.3
Gallardo,Gallardo,ORG,0.0,0.0,en,1.3
Jeep,Jeep,ORG,0.25641025641025644,0.16987179487179485,en,1.3
the State Agency,the State Agency,ORG,0.45164835164835165,0.3725274725274725,en,1.3
River Plate,River Plate,ORG,0.12432012432012432,0.3360528360528361,en,1.3
Microsoft,Microsoft,ORG,0.0,0.0641025641025641,en,1.3
Airbus,Airbus,ORG,0.18086080586080586,0.23557692307692307,en,1.3
NotCo,NotCo,ORG,0.027972027972027958,0.21328671328671328,en,1.3
Subaru,Subaru,ORG,-0.05128205128205128,0.28205128205128205,en,1.3
FE,FE,ORG,0.5721153846153846,0.6923076923076923,en,1.3
the Ministry of Labor,the Ministry of Labor,ORG,0.24358974358974356,0.358974358974359,en,1.3
the State of the Union,the State of the Union,ORG,0.0,0.0,en,1.3
Sopitas.com,Sopitas.com,ORG,0.28846153846153844,0.15384615384615383,en,1.3
UTDT,UTDT,ORG,0.3333333333333333,0.2564102564102564,en,1.3
McDonald's,McDonald's,ORG,-0.01631701631701632,0.44871794871794873,en,1.3
CyArk,CyArk,ORG,0.10256410256410256,0.08547008547008546,en,1.3
Corning,Corning,ORG,0.14918414918414918,0.351981351981352,en,1.3
Palmeiras,Palmeiras,ORG,0.1923076923076923,0.27350427350427353,en,1.3
Mac,Mac,ORG,0.5332167832167831,0.3846153846153846,en,1.3
Borden,Borden,ORG,0.0,0.0,en,1.3
the European Space Agency,the European Space Agency,ORG,0.20512820512820512,0.21794871794871792,en,1.3
The El Corte Inglés,The El Corte Inglés,ORG,0.0,0.0,en,1.3
Servivuelo,Servivuelo,ORG,0.0641025641025641,0.1282051282051282,en,1.3
BYD,BYD,ORG,0.3409090909090909,0.5769230769230769,en,1.3
Twitter,Twitter,ORG,0.0,0.0,en,1.3
Minion,Minion,ORG,-0.2692307692307693,0.1474358974358974,en,1.3
the Prosecutor's Office,the Prosecutor's Office,ORG,0.6923076923076923,0.3846153846153846,en,1.3
SkyShowtime,SkyShowtime,ORG,0.0,0.0,en,1.3
Libertadores,Libertadores,ORG,0.25961538461538464,0.28846153846153844,en,1.3
Storm Nils,Storm Nils,ORG,0.3333333333333333,0.5641025641025641,en,1.3
the Sierra Nevada,the Sierra Nevada,ORG,-0.15384615384615385,0.0,en,1.3
Interior,Interior,ORG,-0.04807692307692307,0.5288461538461539,en,1.3
Nils,Nils,ORG,-0.038461538461538464,0.0,en,1.3
La Nación',La Nación',ORG,0.0,0.07692307692307693,en,1.3
the General Assembly,the General Assembly,ORG,0.15064102564102566,0.3846153846153846,en,1.3
Kast,Kast,ORG,0.17948717948717946,0.07692307692307693,en,1.3
Globalstar,Globalstar,ORG,0.12937062937062938,0.5384615384615384,en,1.3
the Champions League,the Champions League,ORG,0.4999999999999999,0.3108974358974359,en,1.3
Quequé,Quequé,ORG,0.0,0.0,en,1.3
UCO,UCO,ORG,-0.03205128205128205,0.22435897435897437,en,1.3
Durango,Durango,ORG,-0.23076923076923075,0.3589743589743589,en,1.3
CBP,CBP,ORG,0.09615384615384615,0.28846153846153844,en,1.3
CC.AA,CC.AA,ORG,-0.044871794871794865,0.0,en,1.3
FITUR,FITUR,ORG,1.5384615384615383,0.23076923076923075,en,1.3
Capcom,Capcom,ORG,0.0,0.05128205128205128,en,1.3
FIA,FIA,ORG,0.15384615384615385,0.7692307692307692,en,1.3
Aurinegro,Aurinegro,ORG,-0.26923076923076916,0.3846153846153846,en,1.3
the Spanish Treasury,the Spanish Treasury,ORG,-0.07692307692307693,0.0,en,1.3
HUAWEI,HUAWEI,ORG,0.16736596736596737,0.25641025641025644,en,1.3
Melilla,Melilla,ORG,0.08237179487179487,0.2259615384615384,en,1.3
Coruña,Coruña,ORG,0.12564102564102564,0.4346153846153846,en,1.3
Grupo Bimbo,Grupo Bimbo,ORG,0.23076923076923075,0.0,en,1.3
Davos,Davos,ORG,0.09230769230769233,0.1846153846153846,en,1.3
Reus,Reus,ORG,0.20979020979020976,0.34965034965034963,en,1.3
OPPO,OPPO,ORG,0.3333333333333333,0.7692307692307692,en,1.3
UDEF,UDEF,ORG,0.013986013986013979,0.21328671328671328,en,1.3
Zapatero,Zapatero,ORG,-0.2564102564102564,0.0,en,1.3
Oddone,Oddone,ORG,-0.038461538461538464,0.0,en,1.3
Huracán,Huracán,ORG,0.1730769230769231,0.4615384615384615,en,1.3
the General Directorate of Emergencies,the General Directorate of Emergencies,ORG,-0.057692307692307675,0.2692307692307692,en,1.3
Bronca,Bronca,ORG,0.5477855477855478,0.3846153846153846,en,1.3
Lamborghini Squadra Corse,Lamborghini Squadra Corse,ORG,0.07925407925407925,0.10256410256410256,en,1.3
the Royal Spanish Academy,the Royal Spanish Academy,ORG,0.10256410256410256,0.1858974358974359,en,1.3
Los Domingos',Los Domingos',ORG,0.0,0.07692307692307693,en,1.3
Justice,Justice,ORG,0.03846153846153845,0.4615384615384615,en,1.3
Cáritas,Cáritas,ORG,0.0,0.1923076923076923,en,1.3
The Teatro de la Maestranza,The Teatro de la Maestranza,ORG,0.10489510489510488,0.0,en,1.3
the Teatro de la Maestranza,the Teatro de la Maestranza,ORG,0.2529137529137529,0.2191142191142191,en,1.3
CAAC,CAAC,ORG,0.12859362859362858,0.1886169386169386,en,1.3
Argentinos,Argentinos,ORG,0.15384615384615385,0.44230769230769224,en,1.3
the National Team,the National Team,ORG,0.0,0.0,en,1.3
the National Weather Service,the National Weather Service,ORG,0.28846153846153844,0.3846153846153846,en,1.3
MarketingDirecto.com,MarketingDirecto.com,ORG,0.28846153846153844,0.7692307692307692,en,1.3
the Great Pyramid,the Great Pyramid,ORG,0.8632478632478632,0.47008547008547,en,1.3
Manaslu,Manaslu,ORG,0.06666666666666667,0.24871794871794872,en,1.3
Aragón,Aragón,ORG,0.11538461538461539,0.21794871794871792,en,1.3
Greenland,Greenland,ORG,-0.44871794871794873,0.1923076923076923,en,1.3
Vinícius,Vinícius,ORG,0.3356643356643356,0.34965034965034963,en,1.3
Court,Court,ORG,0.2692307692307692,0.07692307692307693,en,1.3
Haupt Racing Team,Haupt Racing Team,ORG,0.18461538461538465,0.4256410256410256,en,1.3
El Español,El Español,ORG,0.1923076923076923,0.0,en,1.3
V16,V16,ORG,0.34375,0.734375,en,1.2000000000000002
the Film Academy,the Film Academy,ORG,0.0,0.8333333333333334,en,1.2
The Film Academy,The Film Academy,ORG,0.33333333333333337,0.8333333333333334,en,1.2
WRX,WRX,ORG,0.0,0.0,en,1.2
AMOC,AMOC,ORG,0.0,0.0,en,1.2
Tini,Tini,ORG,0.0,0.4166666666666667,en,1.2
GWM,GWM,ORG,-0.16666666666666669,0.33333333333333337,en,1.2
The Cantabrian Football Federation,The Cantabrian Football Federation,ORG,-0.20833333333333334,0.3125,en,1.2
iOS,iOS,ORG,0.1239669421487603,0.0,en,1.1
Martini,Martini,ORG,0.7954545454545454,0.37878787878787873,en,1.1
CNI,CNI,ORG,-0.045454545454545456,0.0,en,1.1
Terrazza,Terrazza,ORG,0.7954545454545454,0.37878787878787873,en,1.1
the Catholic University,the Catholic University,ORG,0.2875,0.0,en,1.0
Forest Sciences,Forest Sciences,ORG,0.0,0.0,en,1.0
the Universitat Politècnica de Catalunya,the Universitat Politècnica de Catalunya,ORG,0.0,0.0,en,1.0
FeSMC-UGT,FeSMC-UGT,ORG,0.0,0.0,en,1.0
PromoBacter,PromoBacter,ORG,0.1,0.0,en,1.0
Fair,Fair,ORG,0.275,0.0,en,1.0
MetSul,MetSul,ORG,0.0,0.0,en,1.0
Biocis,Biocis,ORG,0.2833333333333333,0.0,en,1.0
Webuild,Webuild,ORG,0.0,0.0,en,1.0
CCOO Services,CCOO Services,ORG,0.0,0.0,en,1.0
OGU,OGU,ORG,0.2142857142857143,0.0,en,1.0
CDUC,CDUC,ORG,0.25,0.0,en,1.0
Apollo,Apollo,ORG,0.0,0.0,en,1.0
Filmin,Filmin,ORG,0.0,0.0,en,1.0
Bagnaia,Bagnaia,ORG,0.0,0.0,en,1.0
Amazon Prime Video,Amazon Prime Video,ORG,0.5,0.0,en,1.0
Grupo Big Mamma,Grupo Big Mamma,ORG,0.0,0.0,en,1.0
Group D.,Group D.,ORG,0.5,0.0,en,1.0
Fiera,Fiera,ORG,-0.3499999999999999,0.0,en,1.0
Lotus Renault,Lotus Renault,ORG,0.0,0.0,en,1.0
Committee,Committee,ORG,0.3875,0.0,en,1.0
Eversendai,Eversendai,ORG,0.0,0.0,en,1.0
Montero,Montero,ORG,0.3875,0.0,en,1.0
Senna,Senna,ORG,0.0,0.0,en,1.0
BBC News Brazil,BBC News Brazil,ORG,0.0,0.0,en,1.0
the Meteorological Service,the Meteorological Service,ORG,0.0,0.0,en,1.0
the University of Chile,the University of Chile,ORG,0.0,0.0,en,1.0
Cociña Capital,Cociña Capital,ORG,0.0,0.0,en,1.0
AENA,AENA,ORG,0.1,0.0,en,1.0
Guanche,Guanche,ORG,0.5,0.0,en,1.0
Nadie Higuera,Nadie Higuera,ORG,0.28409090909090906,0.0,en,1.0
Milei,Milei,ORG,0.0,0.0,en,1.0
Ecosan,Ecosan,ORG,0.3,0.0,en,1.0
the Buenos Aires International Poetry Festival,the Buenos Aires International Poetry Festival,ORG,0.18409090909090908,0.0,en,1.0
The Minister of Economy and Finance,The Minister of Economy and Finance,ORG,0.0,0.0,en,1.0
the California Institute of Technology,the California Institute of Technology,ORG,0.0,0.0,en,1.0
Caltech,Caltech,ORG,0.0,0.0,en,1.0
the Society of Writers of Argentina,the Society of Writers of Argentina,ORG,0.18409090909090908,0.0,en,1.0
Time Out',Time Out',ORG,0.675,0.0,en,1.0
MARCA Pádel,MARCA Pádel,ORG,0.0,0.0,en,1.0
Chamber of Deputies of Argentina,Chamber of Deputies of Argentina,ORG,0.55,0.0,en,1.0
CDMX,CDMX,ORG,0.13636363636363635,0.0,en,1.0
Acco,Acco,ORG,0.0,0.0,en,1.0
Impedimenta,Impedimenta,ORG,-0.05000000000000001,0.0,en,1.0
Caifanes,Caifanes,ORG,0.3055555555555556,0.0,en,1.0
La Voz,La Voz,ORG,0.0,0.0,en,1.0
Granja La Cumbre,Granja La Cumbre,ORG,0.6,0.0,en,1.0
Sarria,Sarria,ORG,0.07500000000000001,0.0,en,1.0
Europa League,Europa League,ORG,0.1,0.0,en,1.0
"Córdoba, Jaén","Córdoba, Jaén",ORG,0.0,0.0,en,1.0
Limón,Limón,ORG,0.1,0.0,en,1.0
Eosphorosuchus lacrimosa,Eosphorosuchus lacrimosa,ORG,0.05208333333333334,0.0,en,1.0
La Pintxoteca,La Pintxoteca,ORG,0.0,0.0,en,1.0
Tehuantepec,Tehuantepec,ORG,0.1375,0.0,en,1.0
the Circular Bioeconomy Alliance,the Circular Bioeconomy Alliance,ORG,0.13809523809523808,0.0,en,1.0
Segovia,Segovia,ORG,0.0,0.0,en,1.0
Oracle,Oracle,ORG,0.0,0.0,en,1.0
The Arcos de la Frontera,The Arcos de la Frontera,ORG,0.11666666666666665,0.0,en,1.0
FC Barcelona,FC Barcelona,ORG,0.35357142857142854,0.0,en,1.0
The North Pacific,The North Pacific,ORG,0.6,0.0,en,1.0
The Chamber of Deputies of Argentina,The Chamber of Deputies of Argentina,ORG,0.0,0.0,en,1.0
Block,Block,ORG,0.0,0.0,en,1.0
the Central Bank,the Central Bank,ORG,0.2,0.0,en,1.0
FAO,FAO,ORG,-0.125,0.0,en,1.0
the United Nations Organization for Humanitarian Affairs,the United Nations Organization for Humanitarian Affairs,ORG,0.1875,0.0,en,1.0
Congress of Argentina,Congress of Argentina,ORG,0.0,0.0,en,1.0
Planeta,Planeta,ORG,0.65,0.0,en,1.0
Commission,Commission,ORG,0.09034090909090908,0.0,en,1.0
Villa Urquiza,Villa Urquiza,ORG,0.101010101010101,0.0,en,1.0
Las Mercedes,Las Mercedes,ORG,0.25,0.0,en,1.0
Administration,Administration,ORG,-0.5,0.0,en,1.0
Fox Weather,Fox Weather,ORG,0.0,0.0,en,1.0
Likin,Likin,ORG,0.0,0.0,en,1.0
the Land Rover,the Land Rover,ORG,0.0,0.0,en,1.0
Artemis,Artemis,ORG,0.0,0.0,en,1.0
SECEM,SECEM,ORG,0.08333333333333333,0.0,en,1.0
the Public Health Institute of the Andrés Bello University,the Public Health Institute of the Andrés Bello University,ORG,0.0,0.0,en,1.0
The Moroccan Consulate in,The Moroccan Consulate in,ORG,-0.0625,0.0,en,1.0
the Ministry of Defense,the Ministry of Defense,ORG,0.0,0.0,en,1.0
Christianity,Christianity,ORG,-0.1875,0.0,en,1.0
Somocismo,Somocismo,ORG,0.008928571428571425,0.0,en,1.0
Grecia Colmenares,Grecia Colmenares,ORG,0.0,0.0,en,1.0
CIA,CIA,ORG,0.3125,0.0,en,1.0
AI Big Tech,AI Big Tech,ORG,0.0,0.0,en,1.0
Taco Bell,Taco Bell,ORG,0.16875,0.0,en,1.0
Dunkin,Dunkin,ORG,0.16875,0.0,en,1.0
Expo Rural Melilla,Expo Rural Melilla,ORG,0.125,0.0,en,1.0
Evvai,Evvai,ORG,0.25,0.0,en,1.0
interims,interims,ORG,-0.5,0.0,en,1.0
the University of Valencia,the University of Valencia,ORG,0.0,0.0,en,1.0
CEP,CEP,ORG,-0.0625,0.0,en,1.0
Pandemonium,Pandemonium,ORG,0.0,0.0,en,1.0
National Institute of Meteorology,National Institute of Meteorology,ORG,-0.05,0.0,en,1.0
Barcelona Football Club,Barcelona Football Club,ORG,0.02333333333333333,0.0,en,1.0
Vodafone,Vodafone,ORG,0.02500000000000001,0.0,en,1.0
Barça,Barça,ORG,0.0,0.0,en,1.0
Neymar,Neymar,ORG,0.0,0.0,en,1.0
quartz,quartz,ORG,0.21428571428571427,0.0,en,1.0
CEHAT,CEHAT,ORG,0.0,0.0,en,1.0
Instacrops,Instacrops,ORG,0.0,0.0,en,1.0
the Popular Party,the Popular Party,ORG,0.6,0.0,en,1.0
the Complutense University of Madrid,the Complutense University of Madrid,ORG,0.049999999999999996,0.0,en,1.0
Antelo,Antelo,ORG,0.25,0.0,en,1.0
National Defense,National Defense,ORG,0.049999999999999996,0.0,en,1.0
the Parliament of the Region of Murcia,the Parliament of the Region of Murcia,ORG,0.5681818181818181,0.0,en,1.0
Paul “Pabro”,Paul “Pabro”,ORG,0.13636363636363635,0.0,en,1.0
the Higher Center for Studies,the Higher Center for Studies,ORG,0.049999999999999996,0.0,en,1.0
Gimnasia y Tiro de Salta,Gimnasia y Tiro de Salta,ORG,-0.3,0.0,en,1.0
IPO,IPO,ORG,0.0,0.0,en,1.0
Bloomberg,Bloomberg,ORG,0.17532467532467533,0.0,en,1.0
Crispy,Crispy,ORG,-0.6,0.0,en,1.0
Vilches,Vilches,ORG,0.0,0.0,en,1.0
Ipanema,Ipanema,ORG,0.5,0.0,en,1.0
The World Rally Championship,The World Rally Championship,ORG,0.05,0.0,en,1.0
Conicet,Conicet,ORG,0.0,0.0,en,1.0
the Croatia Rally,the Croatia Rally,ORG,0.05,0.0,en,1.0
the Barcelona Open Banc Sabadell-Conde de Godó Trophy,the Barcelona Open Banc Sabadell-Conde de Godó Trophy,ORG,0.0,0.0,en,1.0
International Ice Cream Day,International Ice Cream Day,ORG,0.075,0.0,en,1.0
Arts of Mexico,Arts of Mexico,ORG,-0.05,0.0,en,1.0
ARU,ARU,ORG,0.0,0.0,en,1.0
Rural de Melilla,Rural de Melilla,ORG,0.0,0.0,en,1.0
Irving,Irving,ORG,0.8,0.0,en,1.0
Enel Chile,Enel Chile,ORG,-0.0625,0.0,en,1.0
Maestranza,Maestranza,ORG,-0.6,0.0,en,1.0
WorldTour,WorldTour,ORG,0.125,0.0,en,1.0
